tweet_id,tweet_ts,tweet_text,location,rt_count,fav_count,tweet_retweet,hashtags
1357386903159361538,2021-02-04 17:53:51,Muder of 👇 ,,172,0,RT,#TooMuchDemocracy
1357386894493896705,2021-02-04 17:53:49,Star War breaks out in India.All thanks to superstar PM ,"Scarborough, England",48,0,RT,"#ModiGlobalDisaster, #TooMuchDemocracy"
1357386887648935942,2021-02-04 17:53:47,"Whaat? We haven't disabled Rihanna's twitter handle, yet?",,914,0,RT,#TooMuchDemocracy
1357386875560808448,2021-02-04 17:53:44,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,"Ahmadabad City, India",563,0,RT,"#FarmersProstest, #To…"
1357386864597041153,2021-02-04 17:53:42,"Too much shame brought to India by RW ,BJP, bhakts and Agent celebs ",,3,0,RT,#TooMuchDemocracy
1357386851229683712,2021-02-04 17:53:39,"In India, Today, Radical Hindu Nationalists have burnt the Images of  andprovocatively protes…","बैंगलुरु, भारत",30,0,RT,#GretaThunberg
1357386838009286657,2021-02-04 17:53:35,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,Jaipur,562,0,RT,"#FarmersProstest, #To…"
1357386836344193026,2021-02-04 17:53:35,Muder of 👇 ,,172,0,RT,#TooMuchDemocracy
1357386834955784192,2021-02-04 17:53:35,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,"Daman, India",563,0,RT,"#FarmersProstest, #To…"
1357386831491461122,2021-02-04 17:53:34,"Beware BHAKTS ,Sir'ssavage mode is on. 🙏🙏  ",,14,0,RT,"#TooMuchDemocracy, #KisanBill"
1357386829704568834,2021-02-04 17:53:33,India's global ranking dipped to 53 from 27 in 2014.  ,,2,0,RT,"#TooMuchDemocracy, #WorldSupportsIndianFarmers"
1357386764915122179,2021-02-04 17:53:18,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,"Sydney, Australia",563,0,RT,"#FarmersProstest, #To…"
1357386758292398082,2021-02-04 17:53:16,Mia Khalifa Murdabad 🤡Are they really out of mind?   ,,15,0,RT,"#TooMuchDemocracy, #WorldSupportsIndianFarmers"
1357386736251281412,2021-02-04 17:53:11,Thanksji for Raising the Voice of Anna data. 🙏🙏 ,,65,0,RT,#TooMuchDemocracy
1357386733726310401,2021-02-04 17:53:11,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,,563,0,RT,"#FarmersProstest, #To…"
1357386731675295752,2021-02-04 17:53:10,From😅 ,"Sangrur, India",0,0,TWEET,"#WorldSupportsIndianFarmers, #TooMuchDemocracy"
1357386729381003264,2021-02-04 17:53:09,That’s freedom of speech for you in a democratic country!  ,"Bengaluru, India",0,0,TWEET,#TooMuchDemocracy
1357386705205030913,2021-02-04 17:53:04,"Whaat? We haven't disabled Rihanna's twitter handle, yet?","British Columbia, Canada",914,0,RT,#TooMuchDemocracy
1357386703283998721,2021-02-04 17:53:03,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,,563,0,RT,"#FarmersProstest, #To…"
1357386696875073540,2021-02-04 17:53:02,Current situation of cricketer and actors( Dogs of ambani )  ,,335,0,RT,"#TooMuchDemocracy, #SpinelessCelebs"
1357386651849216001,2021-02-04 17:52:51,Delhi Police is the answer to those who think how an organisation can't have more than one core competence.They excel at be…,,86,0,RT,
1357386648883970050,2021-02-04 17:52:50,Biggest Joke of the century.. hahahhaa     ,,0,0,TWEET,"#TooMuchDemocracy, #GodiMediaShameOnYou, #FarmersProstest, #ModiMadeDisaster"
1357386640633651200,2021-02-04 17:52:48,"Don't these goons have better things to do. I guess all unemployed ,useless#TooMuchDemocracy ",,172,0,RT,#TooMuchDemocracy
1357386615027548160,2021-02-04 17:52:42,Superb work.This is poetry!So powerfulEveryone must listen to this brilliant work.The way every aspect of all prevailin…,,39,0,RT,
1357386598887940097,2021-02-04 17:52:38,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,,563,0,RT,"#FarmersProstest, #To…"
1357386571549265920,2021-02-04 17:52:32,Muder of 👇 ,,172,0,RT,#TooMuchDemocracy
1357386561877385223,2021-02-04 17:52:30,Current situation of cricketer and actors( Dogs of ambani )  ,"New Hampshire, USA",335,0,RT,"#TooMuchDemocracy, #SpinelessCelebs"
1357386550984679426,2021-02-04 17:52:27,Star War breaks out in India.All thanks to superstar PM ,,48,0,RT,"#ModiGlobalDisaster, #TooMuchDemocracy"
1357386533146304514,2021-02-04 17:52:23,There are many reasons to betray but today lack of fear of being punished is the leading reason.,,38,0,RT,#TooMuchDemocracy
1357386527505059843,2021-02-04 17:52:21,India's global ranking dipped to 53 from 27 in 2014.  ,"Ludhiana, punjab, India",2,0,RT,"#TooMuchDemocracy, #WorldSupportsIndianFarmers"
1357386504364953603,2021-02-04 17:52:16," Trump is defeated and the snakes started coming out. Say what you may, but Trump kept these left snakes in control. Now i know why Trump gets so much support",,0,0,TWEET,#TooMuchDemocracy
1357386503475793920,2021-02-04 17:52:16,Currently Situation of Cricketer and Actors.,"Dehradun, India",8,0,RT,"#TooMuchDemocracy, #StandWithFarmers"
1357386487617048576,2021-02-04 17:52:12, but It's Modi Government have the responsibility to clear the misunderstanding if he is right. ,,46,0,RT,"#IndiaRejectsPropaganda, #Wor…"
1357386480570695681,2021-02-04 17:52:10,India falls to 53rd position in EIU’s Democracy Index..,JABALPUR ,56,0,RT,#TooMuchDemocracy
1357386479039778819,2021-02-04 17:52:10,What about Arnab Goswami WhatsApp chats ,,0,0,TWEET,#TooMuchDemocracy
1357386471922044928,2021-02-04 17:52:08,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,INDIA,563,0,RT,"#FarmersProstest, #To…"
1357386456780533760,2021-02-04 17:52:04,This is what is expected from BJP &amp; Godi media ,,41,0,RT,#TooMuchDemocracy
1357386425029824519,2021-02-04 17:51:57,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,,563,0,RT,"#FarmersProstest, #To…"
1357386424123674624,2021-02-04 17:51:57,Good Morning! 🇮🇳 ,,108,0,RT,"#TooMuchDemocracy, #IndianFarmersHumanRights"
1357386415986757634,2021-02-04 17:51:55,"Beware BHAKTS ,Sir'ssavage mode is on. 🙏🙏  ",,14,0,RT,"#TooMuchDemocracy, #KisanBill"
1357386413285793795,2021-02-04 17:51:54, but It's Modi Government have the responsibility to clear the misunderstanding if he is right. ,,46,0,RT,"#IndiaRejectsPropaganda, #Wor…"
1357386400417501186,2021-02-04 17:51:51,Thanksji for Raising the Voice of Anna data. 🙏🙏 ,,65,0,RT,#TooMuchDemocracy
1357386399587201025,2021-02-04 17:51:51," ended up as democrash!  and  .Now,Godi ji when nothing worked out.. ",ਪੰਜਾਬ,0,0,TWEET,"#TooMuchDemocracy, #WorldSupportsIndianFarmers, #FarmersProtest"
1357386391915622400,2021-02-04 17:51:49,You can be a communist person in a democratic country.But you cannot be a democratic person in a communist country.…,,5,0,RT,
1357386378787495941,2021-02-04 17:51:46,"Who Will 𝗪𝗶𝗻 This 𝗕𝗮𝘁𝘁𝗹𝗲❓  ""Farmers"" 𝗢𝗿 ""M…",,132,0,RT,"#IStandWithFarmers, #IStandWithFarmers, #TooMuchDemocracy, #TooMuchDemocracy"
1357386368528261120,2021-02-04 17:51:43,Almost close to dictatorship 🙄 ,"Kolkata, India",0,0,TWEET,"#IStandWithFarmersNoMatterWhat, #TooMuchDemocracy"
1357386367685206017,2021-02-04 17:51:43,People who talk about  Democracy day in day out always follow and support anarchist rulers who killed democracy in thei…,,8,0,RT,
1357386365709778945,2021-02-04 17:51:43,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,Delhi,561,0,RT,"#FarmersProstest, #To…"
1357386349330894851,2021-02-04 17:51:39,Delhi Police is the answer to those who think how an organisation can't have more than one core competence.They excel at be…,,86,0,RT,
1357386338857668611,2021-02-04 17:51:36,Fake Farmer’s Toolkit versus Real Farmer’s Toolkit    ,"Bilaspur, India",221,0,RT,"#TooMuchDemocracy, #ToolKitExposed, #FarmersProtest"
1357386335309492224,2021-02-04 17:51:36,"Beware BHAKTS ,Sir'ssavage mode is on. 🙏🙏  ",Bjp ko barbad karn hai,14,0,RT,"#TooMuchDemocracy, #KisanBill"
1357386330615939072,2021-02-04 17:51:34,"Art has and will always be for everyone. It has never divided communities, and never will. So, who brought in this division…","Pune, India",83,0,RT,
1357386329127071750,2021-02-04 17:51:34,Current situation of cricketer and actors( Dogs of ambani )  ,,335,0,RT,"#TooMuchDemocracy, #SpinelessCelebs"
1357386311682850816,2021-02-04 17:51:30,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,,561,0,RT,"#FarmersProstest, #To…"
1357386307014594560,2021-02-04 17:51:29,"Don't these goons have better things to do. I guess all unemployed ,useless#TooMuchDemocracy ",,172,0,RT,#TooMuchDemocracy
1357386301297754117,2021-02-04 17:51:27,India falls to 53rd position in EIU’s Democracy Index..,"Mumbai, India",56,0,RT,#TooMuchDemocracy
1357386296864477190,2021-02-04 17:51:26,Good Morning! 🇮🇳 ,,108,0,RT,"#TooMuchDemocracy, #IndianFarmersHumanRights"
1357386250483761159,2021-02-04 17:51:15,"Who Will 𝗪𝗶𝗻 This 𝗕𝗮𝘁𝘁𝗹𝗲❓  ""Farmers"" 𝗢𝗿 ""M…","Raipur Chhattisgarh, India",132,0,RT,"#IStandWithFarmers, #IStandWithFarmers, #TooMuchDemocracy, #TooMuchDemocracy"
1357386248784998400,2021-02-04 17:51:15,Delhi Police is the answer to those who think how an organisation can't have more than one core competence.They excel at be…,,86,0,RT,
1357386242401308672,2021-02-04 17:51:13,Muder of 👇 ,,172,0,RT,#TooMuchDemocracy
1357386240769753088,2021-02-04 17:51:13,AAP Govt's water tankers not allowed to enter protest site at Singhu Border. AAP MP's not allowed to enter Parliament.…,"नई दिल्ली, भारत",313,0,RT,
1357386237145800706,2021-02-04 17:51:12,Current situation of cricketer and actors( Dogs of ambani )  ,,335,0,RT,"#TooMuchDemocracy, #SpinelessCelebs"
1357386234054602752,2021-02-04 17:51:11,Muder of 👇 ,,172,0,RT,#TooMuchDemocracy
1357386232544722956,2021-02-04 17:51:11,"Art has and will always be for everyone. It has never divided communities, and never will. So, who brought in this division…",,83,0,RT,
1357386225275994112,2021-02-04 17:51:09,Fake Farmer’s Toolkit versus Real Farmer’s Toolkit    ,Incredible India,221,0,RT,"#TooMuchDemocracy, #ToolKitExposed, #FarmersProtest"
1357386214676983808,2021-02-04 17:51:07,Watch this Interview of  on   , Nawanshahr,0,1,TWEET,"#TooMuchDemocracy, #ISTANDWITHFARMER, #farmersrprotest, #MandeepPunia"
1357386185027407874,2021-02-04 17:51:00,"Don't these goons have better things to do. I guess all unemployed ,useless#TooMuchDemocracy ",,172,0,RT,#TooMuchDemocracy
1357386163791618048,2021-02-04 17:50:55,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,,563,0,RT,"#FarmersProstest, #To…"
1357386141964582912,2021-02-04 17:50:49,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,,563,0,RT,"#FarmersProstest, #To…"
1357386126479159296,2021-02-04 17:50:46,People who talk about  Democracy day in day out always follow and support anarchist rulers who killed democracy in thei…,BHAGYANAGARAM,8,0,RT,
1357386126156197891,2021-02-04 17:50:46,Muder of 👇 ,,172,0,RT,#TooMuchDemocracy
1357386123559854082,2021-02-04 17:50:45,"Whaat? We haven't disabled Rihanna's twitter handle, yet?","Tripura, India",914,0,RT,#TooMuchDemocracy
1357386116324818945,2021-02-04 17:50:43,Current situation of cricketer and actors( Dogs of ambani )  ,,335,0,RT,"#TooMuchDemocracy, #SpinelessCelebs"
1357386102563348480,2021-02-04 17:50:40,People who talk about  Democracy day in day out always follow and support anarchist rulers who killed democracy in thei…,,8,0,RT,
1357386097890783232,2021-02-04 17:50:39,Delhi Police is the answer to those who think how an organisation can't have more than one core competence.They excel at be…,,86,0,RT,
1357386093587427331,2021-02-04 17:50:38,"""Duty is GOD!, Y shuld I compel my subordinates on their duty""? Says, SI Sireesha. Why some women r nt inspired 2wrk o…",MUMBAI MAHARASHTRA,2,0,RT,
1357386091993522176,2021-02-04 17:50:38,More power to youSorry for what your going through,"Hyderabad, India",0,0,TWEET,#TooMuchDemocracy
1357386087673470976,2021-02-04 17:50:36,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,"Maharashtra, India",564,0,RT,"#FarmersProstest, #To…"
1357386028567334919,2021-02-04 17:50:22,AAP Govt's water tankers not allowed to enter protest site at Singhu Border. AAP MP's not allowed to enter Parliament.…,,313,0,RT,
1357386023920050176,2021-02-04 17:50:21,Muder of 👇 ,India,172,0,RT,#TooMuchDemocracy
1357386008455598080,2021-02-04 17:50:18,"These people talk about Democracy but you can check all the places where they have gotten power, hey have imposed dicta…",INDIA,34,0,RT,
1357386004743655425,2021-02-04 17:50:17,India falls to 53rd position in EIU’s Democracy Index..,"Latur, India",56,0,RT,#TooMuchDemocracy
1357385996145336321,2021-02-04 17:50:15,Fake Farmer’s Toolkit versus Real Farmer’s Toolkit    ,,221,0,RT,"#TooMuchDemocracy, #ToolKitExposed, #FarmersProtest"
1357385992802627595,2021-02-04 17:50:14,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,,564,0,RT,"#FarmersProstest, #To…"
1357385990399086593,2021-02-04 17:50:13,The Agriculture Infrastructure Fund setup by GoI will be used for.1. Enhancing Micro-Irrigation Scheme.2. Setting 1000…,,9,0,RT,
1357385962175803398,2021-02-04 17:50:07, in India every single day ever since  came to power.     ,Bombay,0,1,TWEET,"#MurderOfDemocracy, #Modi, #TooMuchDemocracy, #WorldSupporFarmersProtest, #WorldSupportsIndianFarmers, #FarmersProtests, #KisanAndolan"
1357385960523264001,2021-02-04 17:50:06,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,,564,0,RT,"#FarmersProstest, #To…"
1357385960397279232,2021-02-04 17:50:06,"Our poetry special -  is now LIVE onyoutube page.Watch it and if you like it, please do…",,395,0,RT,#TooMuchDemocracy
1357385911105818624,2021-02-04 17:49:54,Current situation of cricketer and actors( Dogs of ambani )  ,,335,0,RT,"#TooMuchDemocracy, #SpinelessCelebs"
1357385905003065348,2021-02-04 17:49:53,THANKS FOTHE TOOLKIGRETA ,,0,0,TWEET,#TooMuchDemocracy
1357385904873086980,2021-02-04 17:49:53,This is what is expected from BJP &amp; Godi media ,,41,0,RT,#TooMuchDemocracy
1357385903354769410,2021-02-04 17:49:53,"Whaat? We haven't disabled Rihanna's twitter handle, yet?","Edmonton, Alberta",914,0,RT,#TooMuchDemocracy
1357385890838941696,2021-02-04 17:49:50,India falls to 53rd position in EIU’s,,0,0,TWEET,#TooMuchDemocracy
1357385883805048833,2021-02-04 17:49:48,Dogs of ambani   ,"Moga,Punjab",0,0,TWEET,"#TooMuchDemocracy, #SpinelessCelebs"
1357385877375262730,2021-02-04 17:49:46,  during BHARTIYA JANTA PARTY rule in India..... india ..down in democracy index at 53 ...and BJP forcing us to remain in internal affairs...how we can say something about maynmaar democracy. Pls help indian farmer first .🙏,Kolkata,0,0,RT,"#TooMuchDemocracy, #RespectOurVotes"
1357385874011377665,2021-02-04 17:49:46,Its about democracy and human rights now ,,2,0,RT,"#WorldSupportsIndianFarmers, #TooMuchDemocracy"
1357385869481529344,2021-02-04 17:49:44,This is what is expected from BJP &amp; Godi media ,"Tripura, India",41,0,RT,#TooMuchDemocracy
1357385868038782976,2021-02-04 17:49:44,Current situation of cricketer and actors( Dogs of ambani )  ,,335,0,RT,"#TooMuchDemocracy, #SpinelessCelebs"
1357385865534742531,2021-02-04 17:49:44,"Who Will 𝗪𝗶𝗻 This 𝗕𝗮𝘁𝘁𝗹𝗲❓  ""Farmers"" 𝗢𝗿 ""M…",,132,0,RT,"#IStandWithFarmers, #IStandWithFarmers, #TooMuchDemocracy, #TooMuchDemocracy"
1357385847113359361,2021-02-04 17:49:39,Shut up Traitor Arnab. You have been exposed.  ,India,0,0,TWEET,"#RepublicExposesGreta, #TooMuchDemocracy"
1357385846119256064,2021-02-04 17:49:39,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,,564,0,RT,"#FarmersProstest, #To…"
1357385845292949504,2021-02-04 17:49:39,This is what is expected from BJP &amp; Godi media ,,41,0,RT,#TooMuchDemocracy
1357385842994515968,2021-02-04 17:49:38,Current situation of cricketer and actors( Dogs of ambani )  ,,335,0,RT,"#TooMuchDemocracy, #SpinelessCelebs"
1357385839010005001,2021-02-04 17:49:37,Muder of 👇 ,"Haryana, India",172,0,RT,#TooMuchDemocracy
1357385827307855875,2021-02-04 17:49:34,"Don't these goons have better things to do. I guess all unemployed ,useless#TooMuchDemocracy ",,172,0,RT,#TooMuchDemocracy
1357385799025610752,2021-02-04 17:49:28,Thanksji for Raising the Voice of Anna data. 🙏🙏 ,"Tripura, India",65,0,RT,#TooMuchDemocracy
1357385797989634050,2021-02-04 17:49:27,"In India, Today, Radical Hindu Nationalists have burnt the Images of  andprovocatively protes…","Lucknow,India⁦⁦🇮🇳.الهند.",30,0,RT,#GretaThunberg
1357385793791291392,2021-02-04 17:49:26,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,"Haryana, India",564,0,RT,"#FarmersProstest, #To…"
1357385779824058370,2021-02-04 17:49:23,Delhi Police is the answer to those who think how an organisation can't have more than one core competence.They excel at be…,"Tripura, India",86,0,RT,
1357385746374676485,2021-02-04 17:49:15,Star War breaks out in India.All thanks to superstar PM ,"Shimla, India",48,0,RT,"#ModiGlobalDisaster, #TooMuchDemocracy"
1357385727961493512,2021-02-04 17:49:11,Muder of 👇 ,,172,0,RT,#TooMuchDemocracy
1357385727646965761,2021-02-04 17:49:11,Thanksji for Raising the Voice of Anna data. 🙏🙏 ,,65,0,RT,#TooMuchDemocracy
1357385712472002560,2021-02-04 17:49:07,Current situation of cricketer and actors( Dogs of ambani )  ,"हरियाणा वीरों की भूमि, भारत",335,0,RT,"#TooMuchDemocracy, #SpinelessCelebs"
1357385666288447488,2021-02-04 17:48:56,Current situation of cricketer and actors( Dogs of ambani )  ,India,335,0,RT,"#TooMuchDemocracy, #SpinelessCelebs"
1357385664782733312,2021-02-04 17:48:56,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,,564,0,RT,"#FarmersProstest, #To…"
1357385654787739648,2021-02-04 17:48:53,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,,564,0,RT,"#FarmersProstest, #To…"
1357385644671045632,2021-02-04 17:48:51,Muder of 👇 ,"Tripura, India",172,0,RT,#TooMuchDemocracy
1357385639423930369,2021-02-04 17:48:50,2020 was of covid 19 2021 will too much democracy,"Bihar, India",23,0,RT,#TooMuchDemocracy
1357385620495077376,2021-02-04 17:48:45,"For those who haven’t seen it yet, check out  - a series of 12 poems on our democracy. ", Punjab India,4,0,RT,#TooMuchDemocracy
1357385618259513347,2021-02-04 17:48:45,Current situation of cricketer and actors( Dogs of ambani )  ,,335,0,RT,"#TooMuchDemocracy, #SpinelessCelebs"
1357385618184044544,2021-02-04 17:48:45,The Agriculture Infrastructure Fund setup by GoI will be used for.1. Enhancing Micro-Irrigation Scheme.2. Setting 1000…,"Bihar, India",9,0,RT,
1357385602489077764,2021-02-04 17:48:41,Fake Farmer’s Toolkit versus Real Farmer’s Toolkit    ,,221,0,RT,"#TooMuchDemocracy, #ToolKitExposed, #FarmersProtest"
1357385599951405058,2021-02-04 17:48:40,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,"Tripura, India",564,0,RT,"#FarmersProstest, #To…"
1357385595375468544,2021-02-04 17:48:39,Delhi Police is the answer to those who think how an organisation can't have more than one core competence.They excel at be…,,86,0,RT,
1357385594603667456,2021-02-04 17:48:39,"Apparently, a voice vote pushed through parliament &amp; refusal of any scrutiny by committee qualifies as ""full debate and di…",rudrapur,4,0,RT,
1357385586928013313,2021-02-04 17:48:37,This is happening about NOW on IG 😁 ,,23,0,RT,"#TooMuchDemocracy, #PoemsForDemocracy"
1357385571216203779,2021-02-04 17:48:33,People who talk about  Democracy day in day out always follow and support anarchist rulers who killed democracy in thei…,India,8,0,RT,
1357385570750664711,2021-02-04 17:48:33,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,India,564,0,RT,"#FarmersProstest, #To…"
1357385561376395265,2021-02-04 17:48:31,Fake Farmer’s Toolkit versus Real Farmer’s Toolkit    ,,221,0,RT,"#TooMuchDemocracy, #ToolKitExposed, #FarmersProtest"
1357385556200669191,2021-02-04 17:48:30,"Don't these goons have better things to do. I guess all unemployed ,useless#TooMuchDemocracy ",,172,0,RT,#TooMuchDemocracy
1357385542002872320,2021-02-04 17:48:26,"Beware BHAKTS ,Sir'ssavage mode is on. 🙏🙏  ","Karnataka, India",14,0,RT,"#TooMuchDemocracy, #KisanBill"
1357385541038166016,2021-02-04 17:48:26,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,,564,0,RT,"#FarmersProstest, #To…"
1357385538748096514,2021-02-04 17:48:26,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,,564,0,RT,"#FarmersProstest, #To…"
1357385521039691779,2021-02-04 17:48:21,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,"Human Society , lunar Hills",564,0,RT,"#FarmersProstest, #To…"
1357385517130633217,2021-02-04 17:48:20,The voice of India. It's strong from within. The show of intolerance is absolute cowardice.   ,Nowhere,0,0,TWEET,"#FarmersProstest, #TooMuchDemocracy"
1357385516891525120,2021-02-04 17:48:20,There are many reasons to betray but today lack of fear of being punished is the leading reason.,"Bihar, India",38,0,RT,#TooMuchDemocracy
1357385466610262016,2021-02-04 17:48:08,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,"Bengaluru, India",564,0,RT,"#FarmersProstest, #To…"
1357385461027667968,2021-02-04 17:48:07,"Our poetry special -  is now LIVE onyoutube page.Watch it and if you like it, please do…","Varanasi, India",395,0,RT,#TooMuchDemocracy
1357385448318976003,2021-02-04 17:48:04,Current situation of cricketer and actors( Dogs of ambani )  ,"Haryana, India",335,0,RT,"#TooMuchDemocracy, #SpinelessCelebs"
1357385430589579272,2021-02-04 17:48:00, but It's Modi Government have the responsibility to clear the misunderstanding if he is right. ,New Delhi,46,0,RT,"#IndiaRejectsPropaganda, #Wor…"
1357385412889563138,2021-02-04 17:47:56,Modi Government is only trying to distract public's attention from the core issue  ,"Abohar, Gurugram",0,0,TWEET,"#FarmerProtest, #TooMuchDemocracy, #WorldStandWithFarmers"
1357385411283152896,2021-02-04 17:47:55,Fake Farmer’s Toolkit versus Real Farmer’s Toolkit    ,,221,0,RT,"#TooMuchDemocracy, #ToolKitExposed, #FarmersProtest"
1357385406526808064,2021-02-04 17:47:54,Current situation of cricketer and actors( Dogs of ambani )  ,,335,0,RT,"#TooMuchDemocracy, #SpinelessCelebs"
1357385393352499203,2021-02-04 17:47:51,Muder of 👇 ,,172,0,RT,#TooMuchDemocracy
1357385374914535424,2021-02-04 17:47:47,RJD MP Prof Manoj Jha lambasted Modi in the running session!Sacked modi governmentWatch and listen,,564,0,RT,"#FarmersProstest, #To…"
1357385367926824962,2021-02-04 17:47:45,"Art has and will always be for everyone. It has never divided communities, and never will. So, who brought in this division…",,83,0,RT,
1357385350260293634,2021-02-04 17:47:41,This is what is expected from BJP &amp; Godi media ,,41,0,RT,#TooMuchDemocracy
1357385348792287239,2021-02-04 17:47:40,Delhi Police is the answer to those who think how an organisation can't have more than one core competence.They excel at be…,,86,0,RT,
1357385304613658624,2021-02-04 17:47:30,"Beware BHAKTS ,Sir'ssavage mode is on. 🙏🙏  ",,14,0,RT,"#TooMuchDemocracy, #KisanBill"
1357385300847255552,2021-02-04 17:47:29,"Who Will 𝗪𝗶𝗻 This 𝗕𝗮𝘁𝘁𝗹𝗲❓  ""Farmers"" 𝗢𝗿 ""M…","Shimla, India",132,0,RT,"#IStandWithFarmers, #IStandWithFarmers, #TooMuchDemocracy, #TooMuchDemocracy"
1357385294434209793,2021-02-04 17:47:27, but It's Modi Government have the responsibility to clear the misunderstanding if he is right. ,"BHU, वाराणसी ।",46,0,RT,"#IndiaRejectsPropaganda, #Wor…"
1357385276922994697,2021-02-04 17:47:23,Muder of 👇 ,,172,0,RT,#TooMuchDemocracy
1357385267175321600,2021-02-04 17:47:21,Its about democracy and human rights now ,,2,0,RT,"#WorldSupportsIndianFarmers, #TooMuchDemocracy"
1357385262423150596,2021-02-04 17:47:20,Current situation of cricketer and actors( Dogs of ambani )  ,"Tripura, India",335,0,RT,"#TooMuchDemocracy, #SpinelessCelebs"
1357385261080997889,2021-02-04 17:47:19, 4 WHATwhenModi Government has done Everything 4  whatCongress cud not do in 67 Yrs.,mumbai,1,0,RT,"#FarmersStandingFirm, #Farmers, #TooM…"
1357385241237745665,2021-02-04 17:47:15,2020 was of covid 19 2021 will too much democracy,,23,0,RT,#TooMuchDemocracy
1357385231670538241,2021-02-04 17:47:12,Democracy is a scam. ,"Jammu, Jammu And Kashmir",0,0,TWEET,#TooMuchDemocracy
1357385225852997632,2021-02-04 17:47:11,Currently Situation of Cricketer and Actors.,india,8,0,RT,"#TooMuchDemocracy, #StandWithFarmers"
1357385214402596866,2021-02-04 17:47:08,Current situation of cricketer and actors( Dogs of ambani )  ,"Bengaluru, India",335,0,RT,"#TooMuchDemocracy, #SpinelessCelebs"
1357385199902879744,2021-02-04 17:47:05,You can be a communist person in a democratic country.But you cannot be a democratic person in a communist country.…,,5,0,RT,
1357385188666470402,2021-02-04 17:47:02,4 rupees on Diesel and 2.5 rupees on Petrol farm cess as discussed in the budget would be used for this cause. Suppressi…,india,11,0,RT,
1357385188032958465,2021-02-04 17:47:02,"The worst thing about democracy is when it's democratic government starts taking dictator like decisions, the lovers of democracy doesn't oppose it rather try to defend it by saying it's a democratic government. ","Jammu, Jammu And Kashmir",0,0,TWEET,#TooMuchDemocracy
1357385175353593861,2021-02-04 17:46:59, One more featherinto unsuccessful Governence throne by BJP .Biggest democracy of worldfalls i…,"Bhubaneswar,odisha,india",7,0,RT,#TooMuchDemocracy
1357385173319389184,2021-02-04 17:46:58, The real reason why bhakts against farmers ? 🕵️‍♂️They eat shit 🤧 ,,3,0,RT,"#TooMuchDemocracy, #shameonbollywood"
1357385171788386304,2021-02-04 17:46:58,This is what is expected from BJP &amp; Godi media ,,41,0,RT,#TooMuchDemocracy
1357385166717673472,2021-02-04 17:46:57, One more featherinto unsuccessful Governence throne by BJP .Biggest democracy of worldfalls i…,Oman,7,0,RT,#TooMuchDemocracy
1357385164112859136,2021-02-04 17:46:56,You can be a communist person in a democratic country.But you cannot be a democratic person in a communist country.…,Mumbai Maharashtra India ,5,0,RT,
1357385135583162369,2021-02-04 17:46:49,What a great fall down..I never thought this will ever happen in our country..😔..human rights isglobal issue we also supported many issues related to this..but can't accept same thing from others..in our thought process.. ,Lucknow,0,0,TWEET,"#TooMuchDemocracy, #TooMuchDemocracy"
1357385133154656256,2021-02-04 17:46:49,"  The real 56"" 🤦‍♂️ ",,9,0,RT,"#STRATEGIECS#ModiYouCantFailFarmers, #TooMuchDemocracy"
1357385111226834946,2021-02-04 17:46:44,You can be a communist person in a democratic country.But you cannot be a democratic person in a communist country.…,,5,0,RT,
